一	〔一・Gu〕
哲	〔扌𠂆丅口・FRJO〕
哳	〔口扌𠂆丅・OFRJ〕
哺	〔口甫・OEf〕
哼	〔口亠口了・OYOB〕
哽	〔口一日乂・OGKT〕
哿	〔力口丁口・COOl〕
唁	〔口言・OYv〕
唆	〔口厶八夊・OATV〕
唇	〔辰口・GOvn〕
唉	〔口厶矢・OAPi〕
唏	〔口㐅𠂇巾・OTHM〕
唐	〔广コ古・WDJg〕
唑	〔口人人土・OUUJ〕
唔	〔口一{五下}口・OGDO〕
唛	〔口龶夊・OEVu〕
唠	〔口艹冖力・OHQC〕
唢	〔口⺌贝・ONMb〕
唣	〔口白七・OUFq〕
唤	〔口⺈冂大・OQMF〕
唧	〔口⺕厶卩・OBAA〕
唪	〔口一夫キ・OGJF〕
唬	〔口虍几・OLQj〕
售	〔隹口・TOvw〕
唯	〔口隹・OTw〕
唰	〔口尸巾刂・ODML〕
唱	〔口日曰・OKKu〕
唳	〔口户犬・OZJq〕
唷	〔口亠厶⺝・OYAS〕
唼	〔口立女・OYCv〕
唾	〔口壬龷・ORHu〕
唿	〔口⼓{两撇}心・OSSR〕
啁	〔口⺆土口・OSJO〕
啃	〔口止⺝・OLSv〕
啄	〔口豕丶・OGWu〕
商	〔亠丷冂八口・YXTO〕
啉	〔口木木・OIIv〕
啊	〔口阝丁口・OBEO〕
啐	〔口亠人人十・OYUE〕
啕	〔口勹缶・OSPf〕
啖	〔口火火・OXXv〕
啜	〔口又又又又・ODDD〕
啡	〔口非・OLf〕
啤	〔口白千・OURq〕
啥	〔口𠆢干口・OUEO〕
啦	〔口扌立・OFYl〕
啧	〔口龶贝・OEMb〕
啪	〔口扌白・OFUb〕
啬	〔十䒑囗口・EXNO〕
啭	〔口车二㇉丶・OFCW〕
啮	〔口止人凵・OLUA〕
啵	〔口氵皮・OZDp〕
啶	〔口宀一龰・OWGL〕
啷	〔口⼂彐厶阝・OWAB〕
啸	〔口⺕小{介下}・OBCT〕
啻	〔亠丷冖巾口・YXMO〕
啼	〔口亠丷冖巾・OYQM〕
啾	〔口禾火・ORXv〕
喀	〔口宀夂口・OWVO〕
喁	〔口禺・OKo〕
喂	〔口田{畏下}・OKFu〕
喃	〔口十冂䒑十・OEXE〕
善	〔羊䒑口・XXOy〕
喇	〔口木口刂・OIOL〕
喈	〔口比白・OVUb〕
喉	〔口亻コ矢・OTDP〕
喊	〔口戊一口・OFGO〕
喋	〔口世木・OHIv〕
喏	〔口艹𠂇口・OHHO〕
喑	〔口音・OYn〕
喔	〔口尸至・ODFz〕
喘	〔口山而・OMGe〕
喙	〔口{互中}豕・OCGs〕
喜	〔士口䒑口・JOXO〕
喝	〔口日勹人𠃊・OKUC〕
喟	〔口田⺝・OKSv〕
喧	〔口宀二日・OWEK〕
喱	〔口厂甲二・OGKE〕
喳	〔口木日一・OIKG〕
喵	〔口艹田・OHKt〕
喷	〔口十廾贝・OEHM〕
喹	〔口大土土・OFJJ〕
喻	〔口人一⺝刂・OUSL〕
喽	〔口米女・OXCv〕
喾	〔⺍冖𠂒口・ZQPO〕
嗄	〔口丆目夊・OGNV〕
嗅	〔口自犬・OTJq〕
嗉	〔口龶糸・OEAv〕
嗌	〔口䒑八皿・OXTM〕
嗍	〔口䒑䶹月・OXAS〕
嗑	〔口土厶皿・OJAM〕
嗒	〔口艹人一口・OHGO〕
嗓	〔口又又又木・ODDI〕
嗔	〔口十{具上}八・OENT〕
嗖	〔口臼丨又・OUKD〕
嗜	〔口耂匕日・OJVK〕
嗝	〔口一口冂䒑⼁・OGXK〕
嗟	〔口⺶工・OXIg〕
嗡	〔口八厶羽・OTAC〕
嗣	〔口𠕁𠃌一口・OMGO〕
嗤	〔口屮一虫・OAGL〕
嗥	〔口白大十・OUFE〕
嗦	〔口十冖糸・OEQA〕
嗨	〔口氵𠂉母・OZPC〕
嗪	〔口一夫禾・OGJR〕
嗫	〔口耳又又・OHDD〕
嗬	〔口艹亻丁口・OHEO〕
嗯	〔口囗大心・ONFR〕
嗲	〔口八乂夕夕・OTQQ〕
嗳	〔口爫冖𠂇又・OVHD〕
嗵	〔口龴用辶・ODSZ〕
嗷	〔口龶𠂊攵・OEQP〕
嗽	〔口木口欠・OIOQ〕
嗾	〔口方𠂉矢・OYPP〕
嘀	〔口亠丷冂古・OYMJ〕
嘁	〔口戊上小・OFLC〕
嘈	〔口龷日日・OHKK〕
嘉	〔士口䒑力口・JOCO〕
嘌	〔口覀示・OEFs〕
嘎	〔口丆目戈・OGNF〕
嘏	〔古尸二コ又・JDDg〕
嘘	〔口虍〢䒑・OLLX〕
嘛	〔口麻・OWm〕
嘞	〔口革力・OHCl〕
嘟	〔口耂日阝・OJKB〕
嘣	〔口山月月・OMSS〕
嘤	〔口贝贝女・OMMC〕
嘧	〔口宀心㇒山・OWPM〕
嘬	〔口日耳又・OKHD〕
嘭	〔口士口䒑彡・OJXS〕
嘱	〔口尸㇒虫冂・ODLM〕
嘲	〔口十早月・OEKS〕
嘴	〔口止匕⺈用・OLQS〕
嘶	〔口其𠂆丅・OHRJ〕
嘹	〔口大丷日小・OFKC〕
嘻	〔口士口䒑口・OJXO〕
嘿	〔口黑・OMh〕
噌	〔口丷𫩏丷日・OXXK〕
噍	〔口隹灬・OTXh〕
噎	〔口士冖一口䒑・OJOX〕
噔	〔口癶一口䒑・ODOX〕
噗	〔口〢䒑䒑夫・OLXJ〕
噘	〔口厂䒑䶹欠・OGAQ〕
噙	〔口𠆢文凵冂厶・OUMA〕
噜	〔口鱼日・OQKv〕
噢	〔口{囟框}米大・OUXF〕
噤	〔口木木示・OIIF〕
器	〔㗊犬・OJqj〕
噩	〔王㗊・EOj〕
噪	〔口口口口木・OOOI〕
噫	〔口音心・OYRx〕
噬	〔口𥫗工人人・OPUU〕
噱	〔口虍豕・OLGs〕
噶	〔口艹日勹人𠃊・OHUC〕
噻	〔口宀一龷八土・OWTJ〕
噼	〔口尸口辛・ODOY〕
嚅	〔口雨而・OJGe〕
嚆	〔口艹亠口冂口・OHMO〕
嚎	〔口亠口冖豕・OYQG〕
嚏	〔口十冖田乛龰・OEBL〕
嚓	〔口宀{祭上}示・OWSF〕
嚣	〔㗊丆贝・OGMj〕
嚯	〔口雨隹・OJTw〕
嚷	〔口衣口口一龷・OWGH〕
嚼	〔口爫罒⺕厶寸・OVAI〕
囊	〔十口冖口口一龷𧘇・EOHR〕
囔	〔口十口冖口口一龷𧘇・OEHR〕
囗	〔囗・Nw〕
囚	〔囗人・NUuw〕
四	〔囗儿・NVew〕
囝	〔囗子・NBzw〕
回	〔囗口・NOvw〕
囟	〔{囟框}㐅・UTi〕
因	〔囗大・NFdw〕
囡	〔囗女・NCvw〕
团	〔囗{于下}⼃・NIPw〕
囤	〔囗七凵・NFAw〕
囫	〔囗⼓{两撇}・NSSw〕
园	〔囗一兀・NGGw〕
困	〔囗木・NIvw〕
囱	〔{囟框}夊・UVu〕
围	〔囗キ𠃌・NFBw〕
囵	〔囗𠆢匕・NUVw〕
囹	〔囗𠆢丶龴・NUDw〕
固	〔囗古・NJgw〕
国	〔囗王丶・NEWw〕
图	〔囗夂⺀・NVZw〕
囿	〔囗𠂇⺝・NHSw〕
圃	〔囗甫・NEfw〕
圄	〔囗一{五下}口・NGOw〕
圆	〔囗口贝・NOMw〕
圈	〔囗丷夫㔾・NXBw〕
圉	〔囗土䒑十・NJEw〕
圊	〔囗龶⺝・NESw〕
圜	〔囗罒一口𧘇・NMRw〕
土	〔土・Jv〕
圣	〔又土・DJvo〕
在	〔𠂇⼁土・HKJv〕
圩	〔土一{于下}・JGIu〕
圪	〔土𠂉乙・JPBi〕
圬	〔土一丂・JGEk〕
圭	〔土土・JJv〕
圮	〔土己・JDj〕
圯	〔土巳・JDs〕
地	〔土也・JBe〕
圳	〔土川・JTc〕
圹	〔土广・JWg〕
场	〔土𠄎{两撇}・JBSu〕
圻	〔土𠂆丅・JRJu〕
圾	〔土乃⼂・JAWu〕
址	〔土止・JLz〕
坂	〔土𠂆又・JRDo〕
均	〔土勹冫・JSXs〕
坊	〔土方・JYu〕
坌	〔八刀土・TDJv〕
坍	〔土⺆亠・JSYu〕
坎	〔土欠・JQq〕
坏	〔土不・JGb〕
坐	〔人人土・UUJv〕
坑	〔土亠几・JYQj〕
块	〔土𠃍大・JBFd〕
坚	〔〢又土・LDJv〕
坛	〔土二厶・JEAi〕
坜	〔土厂力・JGCl〕
坝	〔土贝・JMb〕
坞	〔土乌・JSw〕
坟	〔土文・JYw〕
坠	〔阝人土・BUJv〕
坡	〔土皮・JDp〕
坤	〔土申・JKs〕
坦	〔土日一・JKGu〕
坨	〔土宀匕・JWVi〕
坩	〔土卄二・JHEe〕
坪	〔土干丷・JEXu〕
坫	〔土⺊口・JLOv〕
坭	〔土尸匕・JDVi〕
坯	〔土不一・JGGu〕
坳	〔土幺力・JACl〕
坶	〔土母・JCm〕
坷	〔土丁口・JEOv〕
坻	〔土{卬左}七丶・JVFW〕
坼	〔土𠂆丅丶・JRJW〕
垂	〔壬龷・RHur〕
垃	〔土立・JYl〕
垄	〔尤⼃土・JPJo〕
垅	〔土尤⼃・JJPu〕
垆	〔土⺊尸・JLDv〕
型	〔一廾刂土・GHLJ〕
垌	〔土冂一口・JMGO〕
垒	〔厶厶厶土・AAJi〕
垓	〔土亥・JYh〕
垛	〔土𠘧木・JQIv〕
垠	〔土艮・JBg〕
垡	〔亻戈土・TFJv〕
垢	〔土𠂆一口・JRGO〕
垣	〔土二日・JEKv〕
垤	〔土至・JFz〕
垦	〔艮土・BJvg〕
垧	〔土𰃦口・JUOv〕
垩	〔丌䒑土・HXJj〕
垫	〔扌九丶土・FRWJ〕
垭	〔土丌䒑・JHXu〕
垮	〔土大一丂・JFGE〕
垲	〔土山己・JMDj〕
垴	〔土文凵・JYAu〕
垸	〔土宀一兀・JWGG〕
埂	〔土一日乂・JGKT〕
埃	〔土厶矢・JAPi〕
埋	〔土甲二・JKEe〕
城	〔土戊𠃌・JFBu〕
埏	〔土㇒止廴・JPLB〕
埒	〔土爫寸・JVIc〕
埔	〔土甫・JEf〕
埕	〔土口王・JOEv〕
埘	〔土日寸・JKIc〕
埙	〔土口贝・JOMb〕
埚	〔土口冂人・JOMU〕
埝	〔土𠆢丶乛心・JUBR〕
域	〔土戈口一・JFOG〕
埠	〔土𠂤十・JUEu〕
埤	〔土白千・JURq〕
埭	〔土⺕氺・JBAs〕
埯	〔土大电・JFKd〕
埴	〔土十{具上}・JENq〕
埸	〔土日⼓{两撇}・JKSS〕
培	〔土立口・JYOv〕
基	〔其土・HJvq〕
埽	〔土彐冖巾・JBQM〕
堀	〔土尸屮凵・JDAA〕
堂	〔⺌冖口土・NQOJ〕
堆	〔土隹・JTw〕
堇	〔革二・HEeg〕
堋	〔土月月・JSSv〕
堍	〔土⺈口儿丶・JQVW〕
堑	〔车𠂆丅土・FRJc〕
堕	〔阝𠂇⺝土・BHSJ〕
堙	〔土覀土・JEJv〕
堞	〔土世木・JHIv〕
堠	〔土亻コ矢・JTDP〕
堡	〔亻口木土・TOIJ〕
堤	〔土日一龰・JKGL〕
堪	〔土其𠃊・JHCu〕
堰	〔土匚日女・JFKC〕
堵	〔土耂日・JJKv〕
塄	〔土罒方・JMYu〕
塌	〔土日羽・JKCy〕
塍	〔月丷夫土・SXJJ〕
塑	〔䒑䶹月土・XASJ〕
塔	〔土艹人一口・JHGO〕
塘	〔土广コ古・JWDJ〕
塞	〔宀一龷八土・WGTJ〕
塥	〔土一口冂䒑⼁・JGXK〕
填	〔土十{具上}八・JENT〕
塬	〔土厂白小・JGUC〕
塾	〔亠口子九丶土・YOWJ〕
墀	〔土尸氺牛・JDAP〕
墁	〔土日罒又・JKMD〕
境	〔土音儿・JYVe〕
墅	〔甲二予土・KEJj〕
墉	〔土广彐月⼁・JWSK〕
墒	〔土亠丷冂八口・JYTO〕
墓	〔艹日大土・HKFJ〕
墙	〔土十䒑囗口・JENO〕
墚	〔土氵刀八木・JZTI〕
增	〔土丷𫩏丷日・JXXK〕
墟	〔土虍〢䒑・JLLX〕
墨	〔黑土・MJvh〕
墩	〔土亠口子攵・JYBP〕
墼	〔車凵殳土・JAJc〕
壁	〔尸口辛土・DOYJ〕
壅	〔亠{纟上}⼃隹土・YCTJ〕
壑	〔⺊冖一八𠆢口又土・LQDJ〕
壕	〔土亠口冖豕・JYQG〕
壤	〔土衣口口一龷・JWGH〕
士	〔士・Ju〕
壬	〔壬・Rr〕
壮	〔丬士・XJu〕
声	〔士𠃜・JDu〕
壳	〔士冖几・JQQj〕
壶	〔士冖〢䒑・JQLX〕
壹	〔士冖一口䒑・JQOX〕
夂	〔夂・Vu〕
处	〔夂卜・VLb〕
备	〔夂田・VKt〕
复	〔𠂉日夊・PKVu〕
夏	〔丆目夊・GNVu〕
夔	〔䒑自止巳八夊・XTTV〕
夕	〔夕・Qx〕
外	〔夕卜・QLbx〕
夙	〔𠘨歹・QGdj〕
多	〔夕夕・QQxx〕
夜	〔亠亻夂丶・YTVW〕
够	〔勹口夕夕・SOQQ〕
夤	〔夕宀一由八・QWTx〕
夥	〔日木夕夕・KIQQ〕
大	〔大・Fd〕
天	〔一大・GFd〕
太	〔大丶・FWud〕
夫	〔夫・Jf〕
夭	〔夭・Ry〕
央	〔冂大・MFd〕
夯	〔大力・FCld〕
失	〔㇒夫・PJf〕
头	〔⺀大・ZFd〕
夷	〔大弓・FDgd〕
夸	〔大一丂・FGEd〕
夹	〔夫丷・JXuf〕
夺	〔大寸・FIcd〕
夼	〔大川・FTcd〕
奁	〔大匚㐅・FFTd〕
奂	〔⺈冂大・QMFd〕
奄	〔大电・FKdd〕
奇	〔大丁口・FEOd〕
奈	〔大示・FFsd〕
奉	〔一夫キ・GJFu〕
奋	〔大田・FKtd〕
奎	〔大土土・FJJd〕
奏	〔一夫一大・GJGF〕
契	〔丰刀大・IDFf〕
奔	〔大十廾・FEHd〕
奕	〔亦大・YFdi〕
奖	〔丬夕大・XQFd〕
套	〔大镸・FEcd〕
奘	〔爿士大・AJFp〕
奚	〔爫幺大・VAFd〕
奠	〔丷酉大・XEFd〕
奢	〔大耂日・FJKd〕
奥	〔{囟框}米大・UXFd〕
女	〔女・Cv〕
奴	〔女又・CDo〕
奶	〔女乃・CAn〕
奸	〔女干・CEg〕
她	〔女也・CBe〕
好	〔女子・CBz〕
妁	〔女勹丶・CSWu〕
如	〔女口・COv〕
妃	〔女己・CDj〕
妄	〔亠𠃊女・YCCv〕
妆	〔丬女・XCv〕
妇	〔女彐・CBu〕
妈	〔女马・CAm〕
妊	〔女壬・CRr〕
妍	〔女一廾・CGHv〕
妒	〔女户・CZh〕
妓	〔女十又・CEDo〕
妖	〔女夭・CRy〕
妗	〔女𠆢丶乛・CUWB〕
妙	〔女𡭔㇒・CCPu〕
妞	〔女コ十・CDEu〕
妣	〔女比・CVb〕
妤	〔女予・CBy〕
妥	〔爫女・VCv〕
妨	〔女方・CYu〕
妩	〔女干乚・CECu〕
妪	〔女匚㐅・CFTi〕
妫	〔女⺀力・CZCl〕
妮	〔女尸匕・CDVi〕
妯	〔女由・CKy〕
妲	〔女日一・CKGu〕
妹	〔女未・CIw〕
妻	〔十彐女・EBCv〕
妾	〔立女・YCvl〕
姆	〔女母・CCm〕
姊	〔女㇒㇉丨㇒・CPKP〕
始	〔女厶口・CAOv〕
姐	〔女且・CNq〕
姑	〔女古・CJg〕
姒	〔女厶人・CAUu〕
姓	〔女生・CPs〕
委	〔禾女・RCv〕
姗	〔女⺆⺆一・CSSG〕
姘	〔女䒑廾・CXHv〕
姚	〔女儿冫{飞右}・CVXT〕
姜	〔䒑土女・XJCv〕
姝	〔女㇒未・CPIw〕
姣	〔女亠八乂・CYTT〕
姥	〔女耂匕・CJVi〕
姨	〔女大弓・CFDg〕
姬	〔女匚丨口丨・CFOK〕
姹	〔女宀㇒七・CWPF〕
姻	〔女囗大・CNFd〕
姿	〔冫欠女・XQCs〕
威	〔戊一女・FGCw〕
娃	〔女土土・CJJv〕
娄	〔米女・XCvm〕
娅	〔女丌䒑・CHXu〕
娆	〔女七㇒兀・CFPG〕
娇	〔女夭{介下}・CRTu〕
娈	〔𰁜女・YCvi〕
娉	〔女由丂・CKEk〕
娌	〔女甲二・CKEe〕
娑	〔氵𡭔㇒女・ZCPC〕
娓	〔女尸毛・CDRm〕
娘	〔女丶艮・CWBg〕
娜	〔女刀二阝・CDEB〕
娟	〔女口⺝・COSv〕
娠	〔女辰・CGn〕
娣	〔女丷弓丨㇒・CXKP〕
娥	〔女㇒扌戈・CPFF〕
娩	〔女⺈口儿・CQOV〕
娱	〔女口一大・COGF〕
娲	〔女口冂人・COMU〕
娴	〔女门木・CZIv〕
娶	〔耳又女・HDCe〕
娼	〔女日曰・CKKu〕
婀	〔女阝丁口・CBEO〕
婆	〔氵皮女・ZDCv〕
婉	〔女宀夕㔾・CWQB〕
婊	〔女龶𧘇・CERu〕
婕	〔女一⺕龰・CGBL〕
婚	〔女{卬左}七日・CVFK〕
婢	〔女白千・CURq〕
婧	〔女龶⺝・CESv〕
婪	〔木木女・IICv〕
婴	〔贝贝女・MMCb〕
婵	〔女丷日十・CXKE〕
婶	〔女宀申・CWKs〕
婷	〔女亠口冖丁・CYQE〕
婺	〔矛攵女・BPCm〕
婿	〔女乛龰⺝・CBLS〕
媒	〔女卄二木・CHEI〕
媚	〔女𠃜目・CDNv〕
媛	〔女爫干又・CVED〕
媪	〔女日皿・CKMm〕
媲	〔女{囟框}㐅比・CUTV〕
媳	〔女自心・CTRx〕
媵	〔月丷夫女・SXJC〕
媸	〔女屮一虫・CAGL〕
媾	〔女一龷冂土・CGMJ〕
嫁	〔女宀豕・CWGs〕
嫂	〔女臼丨又・CUKD〕
嫉	〔女疒矢・CWPi〕
嫌	〔女䒑⺕〢八・CXLT〕
嫒	〔女爫冖𠂇又・CVHD〕
嫔	〔女宀亻工八・CWIT〕
嫖	〔女覀示・CEFs〕
嫘	〔女田糸・CKAv〕
嫜	〔女立早・CYKz〕
嫠	〔未攵厂女・IPCw〕
嫡	〔女亠丷冂古・CYMJ〕
嫣	〔女一止丂灬・CGEX〕
嫦	〔女⺌冖口巾・CNOM〕
嫩	〔女木口攵・CIOP〕
嫫	〔女艹日大・CHKF〕
嫱	〔女十䒑囗口・CENO〕
嬉	〔女士口䒑口・CJXO〕
嬖	〔尸口辛女・DOYC〕
嬗	〔女亠囗口日一・CYKG〕
嬲	〔田力女田力・KCCt〕
嬴	〔亠𠃊口月女凡・YCCQ〕
嬷	〔女麻㇒厶・CWPA〕
孀	〔女雨木目・CJIN〕
子	〔子・Bz〕
孑	〔了㇀・BGul〕
孓	〔了㇏・BWul〕
孔	〔子乚・BCuz〕
孕	〔乃子・ABzn〕
字	〔宀子・WBz〕
存	〔𠂇⼁子・HKBz〕
孙	〔子小・BCxz〕
孚	〔爫子・VBz〕
孛	〔十冖子・EQBz〕
孜	〔子攵・BPpz〕
孝	〔耂子・JBz〕
孟	〔子皿・BMmz〕
孢	〔子勹巳・BSDz〕
季	〔禾子・RBz〕
孤	〔子瓜・BRgz〕
孥	〔女又子・CDBz〕
学	〔⺍冖子・ZQBz〕
孩	〔子亥・BYhz〕
孪	〔𰁜子・YBzi〕
孬	〔不女子・GCBb〕
孰	〔亠口子九丶・YORW〕
孱	〔尸子子子・DBBB〕
孳	〔䒑幺幺子・XAAB〕
孵	〔{卬左}ソ卩⼂爫子・VXVB〕
孺	〔子雨而・BJGz〕
孽	〔艹𠂤辛子・HUYB〕
宀	〔宀・Wv〕
宁	〔宀丁・WEd〕
它	〔宀匕・WVi〕
宄	〔宀九・WRj〕
宅	〔宀㇒七・WPFq〕
宇	〔宀一{于下}・WGIu〕
守	〔宀寸・WIc〕
安	〔宀女・WCv〕
宋	〔宀木・WIv〕
完	〔宀一兀・WGGw〕
宏	〔宀𠂇厶・WHAi〕
宓	〔宀心㇒・WRPu〕
宕	〔宀石・WGv〕
宗	〔宀示・WFs〕
官	〔宀尸コ・WDDu〕
宙	〔宀由・WKy〕
定	〔宀一龰・WGLu〕
宛	〔宀夕㔾・WQBu〕
宜	〔宀且・WNq〕
宝	〔宀王丶・WEWu〕
实	〔宀⺀大・WZFd〕
宠	〔宀尤⼃・WJPu〕
审	〔宀申・WKs〕
客	〔宀夂口・WVOv〕
宣	〔宀二日・WEKv〕
室	〔宀至・WFz〕
宥	〔宀𠂇⺝・WHSv〕
宦	〔宀臣・WFe〕
宪	〔宀𠂒儿・WPVe〕
宫	〔宀口口・WOOv〕
宰	〔宀辛・WYx〕
害	〔宀丰口・WIOv〕
宴	〔宀日女・WKCv〕
宵	〔宀⺌⺝・WNSv〕
家	〔宀豕・WGs〕
宸	〔宀辰・WGn〕
容	〔穴𠆢口・WUOx〕
宽	〔宀艹冂儿・WHMV〕
宾	〔宀亻工八・WTIT〕
宿	〔宀亻丆日・WTGK〕
寂	〔宀上小又・WLCD〕
寄	〔宀大丁口・WFEO〕
寅	〔宀一由八・WGKT〕
密	〔宀心㇒山・WRPM〕
寇	〔宀一兀攴・WGGL〕
富	〔宀一口田・WGOK〕
寐	〔宀爿未・WAIw〕
寒	〔宀一龷八⺀・WGTZ〕
寓	〔宀禺・WKo〕
寝	〔宀丬⺕冖又・WXQD〕
寞	〔宀艹日大・WHKF〕
察	〔宀{祭上}示・WSFs〕
寡	〔宀丆且八刀・WGTD〕
寤	〔宀爿一{五下}口・WADO〕
寥	〔宀羽𠆢彡・WCUS〕
寨	〔宀一龷八木・WGTI〕
寮	〔宀大丷日小・WFKC〕
寰	〔宀罒一口𧘇・WMOR〕
寸	〔寸・Ic〕
对	〔又寸・DIco〕
寺	〔土寸・JIc〕
寻	〔彐寸・BIc〕
导	〔巳寸・DIcs〕
寿	〔丰寸・IIcf〕
封	〔土土寸・JJIc〕
射	〔身寸・TIcs〕
将	〔丬夕寸・XQIc〕
尉	〔尸示寸・DFIc〕
尊	〔丷酉寸・XEIc〕
小	〔小・Cx〕
少	〔𡭔㇒・CPux〕
尔	〔⺈小・QCx〕
尕	〔乃小・ACxn〕
尖	〔𡭔大・CFdx〕
尘	〔𡭔土・CJvx〕
尚	〔⺌冂口・NMOv〕
尜	〔𡭔大小・CFCx〕
尝	〔⺌冖二厶・NQEA〕
尢	〔𠂇乚・HCu〕
尤	〔尤・Jo〕
尥	〔𠂇乚勹丶・HCSW〕
尧	〔七㇒兀・FPGq〕
尬	〔𠂇乚人{介下}・HCUT〕
就	〔亠口小尤・YOCJ〕
尴	〔𠂇乚〢{⺮右}皿・HCPM〕
尸	〔尸・Dv〕
尹	〔⺕丿・BPu〕
尺	〔尸㇏・DWu〕
尻	〔尸九・DRj〕
尼	〔尸匕・DVi〕
尽	〔尸㇏⺀・DWZu〕
尾	〔尸毛・DRm〕
尿	〔尸水・DAs〕
局	〔尸𠃌口・DBOv〕
屁	〔尸比・DVb〕
层	〔尸二厶・DEAi〕
居	〔尸古・DJg〕
屈	〔尸屮凵・DAAu〕
屉	〔尸世・DHs〕
届	〔尸由・DKy〕
屋	〔尸至・DFz〕
屎	〔尸米・DXm〕
屏	〔尸䒑廾・DXHv〕
屐	〔尸彳十又・DSED〕
屑	〔尸⺌⺝・DNSv〕
展	〔尸艹{畏下}・DHFu〕
屙	〔尸阝丁口・DBEO〕
属	〔尸㇒虫冂・DPLM〕
屠	〔尸耂日・DJKv〕
屡	〔尸米女・DXCv〕
屣	〔尸彳止龰・DSLL〕
履	〔尸彳𠂉日夊・DSKV〕
屦	〔尸彳米女・DSXC〕
屮	〔屮・Au〕
屯	〔七凵・FAuq〕
山	〔山・Mv〕
屹	〔山𠂉乙・MPBi〕
屺	〔山己・MDj〕
屿	〔山丂一・MEGu〕
岁	〔山夕・MQx〕
岂	〔山己・MDj〕
岈	〔山牙・MFy〕
岌	〔山乃⼂・MAWu〕
岍	〔山一廾・MGHv〕
岐	〔山十又・MEDo〕
岑	〔山𠆢丶乛・MUWB〕
岔	〔八刀山・TDMv〕
岖	〔山匚㐅・MFTi〕
岗	〔山冂㐅・MMTi〕
岘	〔山冂儿・MMVe〕
岙	〔夭山・RMvy〕
岚	〔山𠘨㐅・MQTi〕
岛	〔{鸟上}山・SMvn〕
岜	〔山巴・MDb〕
岢	〔山丁口・MEOv〕
岣	〔山勹口・MSOv〕
岩	〔山石・MGv〕
岫	〔山由・MKy〕
岬	〔山甲・MKj〕
岭	〔山𠆢丶龴・MUWD〕
岱	〔亻弋山・TFMv〕
岳	〔亻工山・TIMv〕
岵	〔山古・MJg〕
岷	〔山巳七・MDFq〕
岸	〔山厂干・MGEg〕
岽	〔山七小・MFCx〕
岿	〔山⼁⼃彐・MKPB〕
峁	〔山{卬左}丿卩・MVPA〕
峄	〔山又キ・MDFu〕
峋	〔山勹日・MSKv〕
峒	〔山冂一口・MMGO〕
峙	〔山土寸・MJIc〕
峡	〔山夫丷・MJXu〕
峤	〔山夭{介下}・MRTu〕
峥	〔山⺈⺕亅・MQBB〕
峦	〔𰁜山・YMvi〕
峨	〔山㇒扌戈・MPFF〕
峪	〔山八𠆢口・MTUO〕
峭	〔山⺌⺝・MNSv〕
峰	〔山夂丰・MVIf〕
峻	〔山厶八夊・MATV〕
崂	〔山艹冖力・MHQC〕
崃	〔山一米・MGXm〕
崆	〔山穴工・MWIg〕
崇	〔山宀示・MWFs〕
崎	〔山大丁口・MFEO〕
崔	〔山隹・MTw〕
崖	〔山厂土土・MGJJ〕
崛	〔山尸屮凵・MDAA〕
崞	〔山亠口子・MYOB〕
崤	〔山㐅𠂇⺝・MTHS〕
崦	〔山大电・MFKd〕
崧	〔山木八厶・MITA〕
崩	〔山月月・MSSv〕
崭	〔山车𠂆丅・MFRJ〕
崮	〔山囗古・MNJg〕
崴	〔山戊一女・MFGC〕
崽	〔山田心・MKRx〕
崾	〔山覀女・MECv〕
嵇	〔禾尤山・RJMv〕
嵊	〔山禾丬匕・MRXV〕
嵋	〔山𠃜目・MDNv〕
嵌	〔山卄二欠・MHEQ〕
嵘	〔山艹冖木・MHQI〕
嵛	〔山人一⺝刂・MUSL〕
嵝	〔山米女・MXCv〕
嵩	〔山亠口冂口・MYMO〕
嵫	〔山䒑幺幺・MXAA〕
嵬	〔山鬼・MUg〕
嵯	〔山⺶工・MXIg〕
嵴	〔山冫{飞右}人⺝・MXUS〕
嶂	〔山立早・MYKz〕
嶙	〔山米夕㐄・MXQF〕
嶝	〔山癶一口䒑・MDOX〕
嶷	〔山匕矢龴乛龰・MVBL〕
巅	〔山十{具上}八丆贝・MEGM〕
巍	〔山禾女鬼・MRCU〕
巛	〔巛・Cc〕
川	〔川・Tc〕
州	〔{三点}川・ZTc〕
巡	〔巛辶・CZdc〕
巢	〔巛日木・CKIc〕
工	〔工・Ig〕
左	〔𠂇工・HIg〕
巧	〔工丂・IEkg〕
巨	〔匚コ・FDuf〕
巩	〔工凡・IQag〕
巫	〔工人人・IUUg〕
差	〔⺶工・XIgy〕
巯	〔ス工亠厶𫶧・DIAV〕
己	〔己・Dj〕
已	〔已・Di〕
巳	〔巳・Ds〕
巴	〔巴・Db〕
巷	〔龷八巳・HTDs〕
巽	〔巳巳龷八・DDTs〕
巾	〔巾・Mj〕
币	〔㇒巾・PMj〕
市	〔亠巾・YMj〕
布	〔𠂇巾・HMj〕
帅	〔⼁⼃巾・KPMj〕
帆	〔巾凡・MQaj〕
师	〔⼁⼃一巾・KPGM〕
希	〔㐅𠂇巾・THMi〕
帏	〔巾キ𠃌・MFBj〕
帐	〔巾长・MPcj〕
帑	〔女又巾・CDMj〕
帔	〔巾皮・MDpj〕
帕	〔巾白・MUbj〕
帖	〔巾⺊口・MLOj〕
帘	〔穴巾・WMjx〕
